,Mean Rewards,Standard deviation
0,8.621726989746094,0.3680303990840912
1,8.73655891418457,0.2855018973350525
2,8.739188194274902,0.2737671136856079
3,8.794997215270996,0.2601228654384613
4,8.746201515197754,0.30781883001327515
5,8.742694854736328,0.30582886934280396
6,8.734221458435059,0.2593328058719635
7,8.68016529083252,0.35151374340057373
8,8.723410606384277,0.2950599193572998
9,8.500760078430176,0.37150487303733826
10,8.821878433227539,0.24734219908714294
11,8.681628227233887,0.2911117672920227
12,8.682795524597168,0.3648064136505127
13,8.651238441467285,0.3712921142578125
14,8.898725509643555,0.205881729722023
15,8.794998168945312,0.21800464391708374
16,8.654160499572754,0.3560325503349304
17,8.880025863647461,0.18465904891490936
18,8.671401023864746,0.34430786967277527
19,8.663219451904297,0.3023168444633484
20,8.66321849822998,0.33669155836105347
21,8.785355567932129,0.31727907061576843
22,8.75467586517334,0.27396318316459656
23,8.720196723937988,0.28924044966697693
24,8.719612121582031,0.33345866203308105
25,8.807560920715332,0.2862406075000763
26,8.806685447692871,0.23564279079437256
27,8.863079071044922,0.21430203318595886
28,8.640719413757324,0.2897583544254303
29,8.695068359375,0.3349791169166565
30,8.541666030883789,0.3180982768535614
31,8.695944786071777,0.2972429394721985
32,8.62143611907959,0.33577960729599
33,8.596305847167969,0.32101526856422424
34,8.718442916870117,0.3117743134498596
35,8.692438125610352,0.2850068211555481
36,8.811360359191895,0.24356034398078918
37,8.777173042297363,0.25690406560897827
38,8.674322128295898,0.3730349838733673
39,8.624649047851562,0.36300671100616455
40,8.670523643493652,0.3396655023097992
41,8.780973434448242,0.2757653295993805
42,8.667017936706543,0.30357053875923157
43,8.762271881103516,0.2911788523197174
44,8.854896545410156,0.18594159185886383
45,8.693313598632812,0.2540455162525177
46,8.7280855178833,0.2807573080062866
47,8.517706871032715,0.40250885486602783
48,8.661173820495605,0.35353195667266846
49,8.736266136169434,0.19943611323833466
50,8.750584602355957,0.31704938411712646
51,8.716397285461426,0.3247787356376648
52,8.73655891418457,0.24487493932247162
53,8.81340503692627,0.29107481241226196
54,8.567671775817871,0.3212200403213501
55,8.729254722595215,0.286419540643692
56,8.52939510345459,0.3400353491306305
57,8.751461029052734,0.27442532777786255
58,8.656206130981445,0.3301309049129486
59,8.63896656036377,0.2955991327762604
60,8.63867473602295,0.3721294403076172
61,8.51624584197998,0.3569636940956116
62,8.80463981628418,0.2768745720386505
63,8.7774658203125,0.2278127521276474
64,8.57088565826416,0.3869180381298065
65,8.812821388244629,0.2115366905927658
66,8.9121675491333,0.13114051520824432
67,8.694482803344727,0.26697245240211487
68,8.747955322265625,0.3214589059352875
69,8.697113037109375,0.30589568614959717
70,8.790030479431152,0.18393656611442566
71,8.738019943237305,0.26366397738456726
72,8.866000175476074,0.21033227443695068
73,8.825386047363281,0.29124200344085693
74,8.815451622009277,0.19442826509475708
75,8.695067405700684,0.3220110833644867
76,8.859572410583496,0.19365355372428894
77,8.672276496887207,0.37403589487075806
78,8.839118003845215,0.22323422133922577
79,8.825385093688965,0.2533982992172241
80,8.877394676208496,0.21721142530441284
81,8.632246017456055,0.29239171743392944
82,8.604196548461914,0.3438374400138855
83,8.73977279663086,0.2748878300189972
84,8.739773750305176,0.30935612320899963
85,8.630494117736816,0.3028866648674011
86,8.593968391418457,0.267527312040329
87,8.74474048614502,0.3225329518318176
88,8.737143516540527,0.30601760745048523
89,8.829476356506348,0.2557760179042816
90,8.886746406555176,0.12657156586647034
91,8.721365928649902,0.30795806646347046
92,8.72603988647461,0.2803674340248108
93,8.592216491699219,0.3707651197910309
94,8.639842987060547,0.31955695152282715
95,8.607117652893066,0.29389339685440063
96,8.529394149780273,0.35392457246780396
97,8.600981712341309,0.2832598090171814
98,8.84730052947998,0.21450258791446686
99,8.787108421325684,0.23720771074295044
